0,4.738120556,0,2.171645164
1,2.337179184,1,1.645193458
2,1.798465848,2,2.175330162
3,1.383744359,3,1.131753087
4,1.101717353,4,1.349214077
5,0.975775898,5,1.101805687
6,0.871994555,6,0.847587228
7,0.830285192,7,0.964882791
8,0.770903051,8,0.670758545
9,0.714763045,9,0.762263119
10,0.685302258,10,0.767594457
11,0.653126895,11,0.757799625
12,0.676803887,12,0.530454755
13,0.591851413,13,0.68105185
14,0.538198233,14,0.550248444
15,0.576460898,15,0.61254251
16,0.519361019,16,0.631023526
17,0.50600493,17,0.449070841
18,0.493602425,18,0.589390337
19,0.459317505,19,0.656495631
20,0.46546638,20,0.418617845
21,0.440275013,21,0.524538517
22,0.472562104,22,0.441675931
23,0.428293139,23,0.68033123
24,0.422743917,24,0.544489026
25,0.423236758,25,0.494305283
26,0.402910411,26,0.475099176
27,0.374890447,27,0.456672639
28,0.36020726,28,0.421062052
29,0.418401957,29,0.390540034
30,0.340746671,30,0.349675924
31,0.322341174,31,0.328404486
32,0.393991113,32,0.464215338
33,0.353610218,33,0.466198295
34,0.319853067,34,0.344767481
35,0.305541515,35,0.296376109
36,0.314620703,36,0.694427788
37,0.359411597,37,0.378828049
38,0.302563787,38,0.37165603
39,0.286778212,39,0.669112682
40,0.229462087,40,0.219264567
41,0.193340719,41,0.233548969
42,0.183080554,42,0.226046517
43,0.183963478,43,0.206767797
44,0.177884117,44,0.23864913
45,0.175426468,45,0.1703659
46,0.171880633,46,0.207257554
47,0.168100387,47,0.284047931
48,0.16742757,48,0.230778083
49,0.164886221,49,0.17602919
50,0.163029835,50,0.184044629
51,0.159703419,51,0.179703385
52,0.157153502,52,0.205870301
53,0.156459659,53,0.158222839
54,0.158283591,54,0.208127946
55,0.157923907,55,0.307827562
56,0.154977739,56,0.155286521
57,0.153262541,57,0.153071195
58,0.152317092,58,0.189084157
59,0.149362326,59,0.138698131
60,0.148161381,60,0.160829484
61,0.153670192,61,0.209811524
62,0.147843257,62,0.226937369
63,0.147795111,63,0.202266514
64,0.146954939,64,0.184295848
65,0.14348191,65,0.206731811
66,0.142218009,66,0.229048789
67,0.14196521,67,0.195545644
68,0.14286381,68,0.188686743
69,0.140837461,69,0.193265975
70,0.141452238,70,0.214771017
71,0.137443259,71,0.155579031
72,0.139545381,72,0.21646069
73,0.137037262,73,0.163200647
74,0.137620911,74,0.187386647
75,0.138347954,75,0.221964553
76,0.137379333,76,0.164558575
77,0.136010259,77,0.164274588
78,0.132421657,78,0.16439411
79,0.135376155,79,0.189913243
80,0.127315521,80,0.243116662
81,0.12629424,81,0.129846469
82,0.127167031,82,0.13131842
83,0.126255348,83,0.190249011
84,0.123804778,84,0.132532924
85,0.124761142,85,0.152251914
86,0.123377323,86,0.170162082
87,0.124231771,87,0.153620988
88,0.123615019,88,0.166011542
89,0.123585775,89,0.149276286
90,0.122779399,90,0.152772844
91,0.123083055,91,0.154358506
92,0.123771243,92,0.1153071
93,0.122464821,93,0.198182791
94,0.123627484,94,0.186321378
95,0.122677885,95,0.146964684
96,0.12300913,96,0.188012227
97,0.123258404,97,0.199023694
98,0.122106574,98,0.126645207
99,0.123427823,99,0.220017597
100,0.122262143,100,0.14829582
